327.12946	-32
327.33841	13
327.54733	-47
327.75626	-45
327.96518	-36
328.1741	-19
328.38303	-31
328.59195	-32
328.80087	-31
329.0098	-19
329.21872	4
329.42764	-2
329.63654	-21
329.84546	-15
330.05438	0
330.26328	-18
330.4722	-35
330.68109	0
330.89001	-3
331.09891	-31
331.30783	-2
331.51672	-15
331.72562	-10
331.93454	-16
332.14343	-15
332.35233	-25
332.56122	-19
332.77011	7
332.979	0
333.1879	-12
333.39679	-36
333.60568	2
333.81458	-28
334.02347	-41
334.23233	-38
334.44122	-14
334.65009	-17
334.85898	-25
335.06784	-42
335.27673	0
335.4856	-14
335.69449	-6
335.90335	13
336.11221	-12
336.32108	1
336.52994	-10
336.7388	-3
336.94766	-25
337.15652	-24
337.36539	-24
337.57425	-26
337.78311	-12
337.99194	11
338.20081	0
338.40964	-19
338.6185	-11
338.82733	4
339.03619	-36
339.24503	-40
339.45386	-21
339.66269	-27
339.87155	-13
340.08038	-4
340.28922	3
340.49805	-12
340.70685	-47
340.91568	-12
341.12451	-34
341.33334	-8
341.54214	-29
341.75098	-22
341.95978	-16
342.16861	-30
342.37741	1
342.58621	-15
342.79501	-27
343.00385	-9
343.21265	-27
343.42145	-9
343.63025	-14
343.83902	-41
344.04782	-13
344.25662	-21
344.46542	-29
344.67419	10
344.883	117
345.09177	-35
345.30054	-19
345.50934	-23
345.71811	-18
345.92688	-15
346.13565	-31
346.34442	14
346.55319	-8
346.76196	-28
346.97073	-27
347.17947	-26
347.38824	7
347.59698	-25
347.80576	-1
348.0145	14
348.22324	9
348.43201	-24
348.64075	-8
348.84949	-38
349.05823	-21
349.26697	-6
349.47571	32
349.68442	-17
349.89316	5
350.10187	-6
350.31061	-3
350.51932	-2
350.72806	-10
350.93677	-23
351.14548	-23
351.35419	-43
351.5629	18
351.77161	-2
351.98032	-13
352.18903	4
352.39771	-22
352.60641	-28
352.81509	-12
353.0238	29
353.23248	-12
353.44116	-1
353.64984	-21
353.85852	-6
354.0672	99
354.27588	228
354.48456	-5
354.69324	-11
354.90189	-12
355.11057	17
355.31921	-6
355.52786	-12
355.73654	-2
355.94519	-18
356.15384	7
356.36249	-8
356.57114	-8
356.77975	-11
356.9884	-7
357.19705	-34
357.40567	-3
357.61429	-4
357.82294	-8
358.03156	-16
358.24017	0
358.44879	19
358.65741	9
358.86603	46
359.07462	-30
359.28323	9
359.49182	-3
359.70044	-17
359.90903	-2
360.11761	-26
360.3262	2
360.53479	10
360.74338	-14
360.95197	-14
361.16055	-12
361.36911	-40
361.5777	17
361.78625	-36
361.99484	-27
362.2034	-11
362.41196	-10
362.62051	-17
362.82907	-17
363.0376	17
363.24615	-14
363.45471	9
363.66324	-7
363.87177	-10
364.08032	-24
364.28885	-35
364.49738	-3
364.7059	15
364.9144	-5
365.12292	12
365.33145	-24
365.53995	-15
365.74847	1
365.95697	8
366.16547	33
366.37396	21
366.58246	8
366.79095	22
366.99942	36
367.20792	36
367.41638	50
367.62488	35
367.83334	33
368.04181	41
368.25027	42
368.45874	54
368.66721	59
368.87564	112
369.08411	83
369.29254	122
369.50101	103
369.70944	112
369.91788	119
370.12631	167
370.33475	210
370.54318	234
370.75159	243
370.96002	267
371.16843	292
371.37683	326
371.58524	384
371.79364	389
372.00204	431
372.21045	456
372.41885	504
372.62723	533
372.8356	561
373.04401	683
373.25238	697
373.46075	741
373.66913	823
373.8775	855
374.08585	991
374.29422	1027
374.50256	1074
374.71091	1157
374.91925	1259
375.12759	1326
375.33594	1374
375.54428	1476
375.75262	1616
375.96094	1664
376.16928	1724
376.37759	1823
376.58591	1901
376.79422	1995
377.00253	2058
377.21082	1946
377.41913	2162
377.62741	2380
377.83572	2465
378.04401	2522
378.25229	2582
378.46057	2677
378.66885	2779
378.87711	2846
379.08539	2939
379.29364	2970
379.50192	3017
379.71017	3059
379.91843	3130
380.12665	2961
380.3349	3083
380.54315	3173
380.75137	3092
380.95959	3211
381.16785	3143
381.37607	3124
381.58426	3065
381.79248	3063
382.0007	3087
382.20889	2846
382.41711	2756
382.62531	2766
382.8335	2667
383.04169	2665
383.24985	2415
383.45804	2323
383.6662	2137
383.87439	2121
384.08255	2053
384.29071	1980
384.49887	1841
384.70703	1790
384.91516	1744
385.12332	1717
385.33145	1629
385.53958	1596
