495.36801	-9
495.57309	-5
495.7782	21
495.98328	-6
496.18835	-8
496.39343	4
496.59851	-18
496.80359	-17
497.00864	5
497.21371	10
497.41876	13
497.62384	10
497.82889	10
498.03394	-4
498.23898	0
498.44403	-12
498.64908	4
498.85413	-16
499.05917	1
499.26419	-13
499.46924	7
499.67426	0
499.8793	0
500.08432	2
500.28934	-11
500.49435	-17
500.69937	-3
500.90439	14
501.10938	-4
501.31439	-21
501.51941	-12
501.7244	-8
501.92938	-11
502.13437	6
502.33939	-1
502.54437	-10
502.74933	-16
502.95432	-13
503.1593	19
503.36426	3
503.56924	-13
503.7742	8
503.97916	-29
504.18414	-9
504.3891	-7
504.59402	-11
504.79898	-6
505.00394	1
505.20886	10
505.41382	3
505.61874	-20
505.8237	-6
506.02863	13
506.23355	5
506.43848	-7
506.64337	-11
506.8483	-3
507.05322	35
507.25812	-19
507.46301	-5
507.66794	-7
507.87283	11
508.07773	-31
508.28262	-13
508.48749	3
508.69238	-7
508.89728	-8
509.10214	-12
509.30701	3
509.5119	-14
509.71677	-26
509.92163	-6
510.12646	5
510.33133	-19
510.53619	17
510.74103	-5
510.94586	5
511.15073	-14
511.35556	-10
511.56039	21
511.76523	-4
511.97003	-15
512.17487	16
512.3797	11
512.58447	30
512.78931	-3
512.99414	18
513.19891	-20
513.40369	-5
513.60852	-8
513.81329	-6
514.01807	9
514.2229	13
514.42767	9
514.63245	9
514.83722	3
515.04199	-24
515.24677	-14
515.45148	-8
515.65625	8
515.86102	4
516.06573	0
516.27051	-2
516.47522	12
516.67999	-15
516.8847	-10
517.08942	-6
517.29419	-24
517.4989	-6
517.70361	-32
517.90833	-6
518.11304	1
518.31775	18
518.5224	-11
518.72711	19
518.93182	4
519.13647	-9
519.34119	0
519.54584	-10
519.75055	12
519.9552	-14
520.15985	77
520.36456	415
520.56921	814
520.77386	1
520.97852	-6
521.18317	4
521.38782	-2
521.59241	17
521.79706	-10
522.00171	4
522.2063	-5
522.41095	-6
522.61554	-1
522.82019	16
523.02478	2
523.22937	-15
523.43396	18
523.63855	8
523.84314	-3
524.04773	-1
524.25232	10
524.45691	10
524.6615	-5
524.86603	-16
525.07062	5
525.27515	-15
525.47974	-23
525.68427	7
525.88879	5
526.09332	-10
526.29791	0
526.50244	-25
526.70697	-16
526.91144	-4
527.11597	-1
527.3205	1
527.52502	-3
527.72949	-10
527.93402	-27
528.13849	-17
528.34302	-16
528.54749	1
528.75195	-12
528.95642	-2
529.16089	24
529.36536	14
529.56982	-2
529.77429	7
529.97876	9
530.18317	4
530.38763	0
530.59204	1
530.79651	-2
531.00092	2
531.20532	-16
531.40979	6
531.6142	13
531.8186	1
532.02301	-3
532.22742	11
532.43176	-2
532.63617	-17
532.84058	-2
533.04492	-26
533.24933	1
533.45367	-5
533.65808	-23
533.86243	1
534.06677	9
534.27112	8
534.47546	0
534.67981	11
534.88416	-2
535.08844	-17
535.29279	15
535.49713	2
535.70142	-19
535.90576	-10
536.11005	-6
536.31433	-13
536.51862	-3
536.7229	-21
536.92719	-11
537.13147	-16
537.33575	3
537.54004	28
537.74432	10
537.94855	-18
538.15283	7
538.35706	4
538.56128	-8
538.76556	9
538.96979	-13
539.17401	1
539.37823	-6
539.58246	-2
539.78662	-6
539.99084	9
540.19507	-8
540.39923	-4
540.60345	-6
540.80762	-13
541.01178	14
541.21594	2
541.42017	-24
541.62433	9
541.82843	-8
542.03259	-7
542.23676	-1
542.44092	-5
542.64502	-9
542.84918	-8
543.05328	-43
543.25739	-16
543.46155	20
543.66565	5
543.86975	-3
544.07385	-2
544.27789	-3
544.48199	6
544.6861	25
544.89014	-5
545.09424	16
545.29828	-20
545.50238	-1
545.70642	-11
545.91046	4
546.1145	-8
546.31854	-11
546.52258	-3
546.72656	3
546.9306	-3
547.13464	2
547.33862	-8
547.5426	-5
547.74664	17
547.95062	2
548.1546	-11
548.35858	-1
548.56256	-10
548.76654	24
548.97046	-11
549.17444	22
549.37836	-10
549.58234	-1
549.78625	-16
549.99017	-4
550.19409	6
550.39801	-11
550.60193	-13
550.80585	-3
551.00977	-13
551.21368	0
551.41754	-10
551.62146	2
551.82532	-6
552.02917	-21
552.23303	15
552.43689	1
552.64075	-20
552.8446	8
553.04846	-6
553.25232	-4
553.45612	-9
553.65997	-5
553.86377	-6
554.06757	8
554.27136	-9
554.47516	-8
554.67896	-1
554.88275	-24
555.08655	9
555.29034	-5
555.49408	8
555.69788	16
555.90161	9
556.10535	8
556.30908	-8
556.51282	13
556.71655	2
556.92029	-1
557.12402	2
557.32776	11
557.53143	-15
557.73517	-5
557.93884	10
558.14252	-2
558.34619	-15
558.54987	17
558.75354	14
558.95721	-6
559.16089	5
559.3645	12
559.56818	-19
559.77179	-21
559.9754	5
560.17908	6
560.38269	-15
560.5863	3
560.78992	-2
560.99347	23
561.19708	-3
561.40063	13
561.60425	-13
561.8078	13
562.01135	21
562.21497	6
562.41852	-6
562.62201	3
562.82556	0
563.02911	-12
563.2326	6
563.43616	16
563.63965	-28
563.8432	-23
564.04669	3
564.25018	2
564.45367	1
564.6571	12
564.8606	2
565.06409	-9
565.26752	-20
565.47101	-16
565.67444	6
565.87787	1
566.0813	1
566.28473	-13
566.48816	11
566.69153	-1
566.89496	-12
567.09839	-19
567.30176	-1
567.50513	10
567.7085	2
567.91187	-5
568.11523	-5
568.3186	-4
568.52197	-1
