327.12946	-29
327.33841	26
327.54733	-7
327.75626	-21
327.96518	-24
328.1741	7
328.38303	-15
328.59195	-12
328.80087	-27
329.0098	9
329.21872	-12
329.42764	29
329.63654	-8
329.84546	-6
330.05438	-13
330.26328	11
330.4722	10
330.68109	-2
330.89001	-1
331.09891	-32
331.30783	5
331.51672	22
331.72562	-7
331.93454	-17
332.14343	-6
332.35233	-16
332.56122	-13
332.77011	9
332.979	-1
333.1879	-13
333.39679	-13
333.60568	10
333.81458	-8
334.02347	-12
334.23233	2
334.44122	29
334.65009	-31
334.85898	-12
335.06784	-29
335.27673	4
335.4856	-4
335.69449	-6
335.90335	8
336.11221	16
336.32108	6
336.52994	10
336.7388	18
336.94766	-5
337.15652	6
337.36539	-10
337.57425	-11
337.78311	7
337.99194	-15
338.20081	3
338.40964	-34
338.6185	-3
338.82733	4
339.03619	-10
339.24503	-16
339.45386	-9
339.66269	-15
339.87155	1
340.08038	23
340.28922	-4
340.49805	-4
340.70685	-21
340.91568	1
341.12451	-27
341.33334	-5
341.54214	-13
341.75098	12
341.95978	-4
342.16861	-23
342.37741	6
342.58621	-18
342.79501	-22
343.00385	-10
343.21265	-18
343.42145	6
343.63025	-21
343.83902	-8
344.04782	8
344.25662	-7
344.46542	1
344.67419	-11
344.883	0
345.09177	-18
345.30054	-1
345.50934	-24
345.71811	-6
345.92688	-13
346.13565	3
346.34442	7
346.55319	2
346.76196	-8
346.97073	-13
347.17947	-17
347.38824	6
347.59698	-12
347.80576	0
348.0145	19
348.22324	4
348.43201	12
348.64075	405
348.84949	960
349.05823	28
349.26697	-16
349.47571	23
349.68442	14
349.89316	-12
350.10187	1
350.31061	1
350.51932	18
350.72806	-2
350.93677	-33
351.14548	1
351.35419	2
351.5629	-14
351.77161	1
351.98032	7
352.18903	38
352.39771	-22
352.60641	-37
352.81509	-17
353.0238	12
353.23248	-15
353.44116	-13
353.64984	-1
353.85852	-2
354.0672	-3
354.27588	-7
354.48456	1
354.69324	-9
354.90189	-5
355.11057	124
355.31921	225
355.52786	-10
355.73654	26
355.94519	-20
356.15384	-7
356.36249	4
356.57114	-19
356.77975	-8
356.9884	24
357.19705	-26
357.40567	-9
357.61429	4
357.82294	4
358.03156	-30
358.24017	-11
